week,year,month,search_index,search_growth,momentum_4w,keyword_frequency,brand_popularity,avg_price,avg_rating,cotton_ratio,printed_ratio,oversized_ratio,pastel_ratio,dark_ratio,bright_ratio,pattern_printed_ratio,pattern_plain_ratio,image_count,availability_count,discount_avg,new_arrival_ratio,lag_1_search,lag_2_search,lag_3_search,rolling_mean_4w,rolling_std_4w,season_Monsoon,season_Summer,season_Winter,category_Jeans,category_Kurti,category_Saree,category_Streetwear,category_TShirt,trend_label,next_week_search
68,2022,5,45.89,-0.0439583333333333,49.9275,131,0.68,2024.17,4.03,0.43,0.3,0.01,0.16,0.57,0.27,0.3,0.7,244,276,0.18,0.35,48.0,51.72,54.1,49.9275,3.6805558909853224,0,1,0,1,0,0,0,0,1,51.39
69,2022,6,51.39,0.1198518195685334,49.25,147,0.38,1596.26,4.6,0.4,0.16,0.23,0.88,0.43,0.0,0.16,0.84,279,287,0.24,0.2,45.89,48.0,51.72,49.25,2.8007498995804916,1,0,0,1,0,0,0,0,2,43.26
70,2022,6,43.26,-0.1582019848219498,47.135000000000005,122,0.7,1763.22,4.45,0.16,0.34,0.45,0.56,0.26,0.18,0.34,0.66,212,311,0.21,0.19,51.39,45.89,48.0,47.135000000000005,3.436029685552828,1,0,0,1,0,0,0,0,0,44.6
71,2022,6,44.6,0.0309754969949145,46.285,140,0.66,1646.81,4.19,0.1,0.23,0.34,0.57,0.58,0.0,0.23,0.77,203,287,0.12,0.57,43.26,51.39,45.89,46.285000000000004,3.568701911526604,1,0,0,1,0,0,0,0,1,50.45
72,2022,6,50.45,0.1311659192825112,47.425,161,0.82,1772.59,3.95,0.27,0.12,0.08,0.68,0.69,0.0,0.12,0.88,251,335,0.25,0.36,44.6,43.26,51.39,47.425,4.090627498726032,1,0,0,1,0,0,0,0,2,50.09
73,2022,7,50.09,-0.0071357779980177,47.1,146,0.85,1662.13,3.81,0.53,0.33,0.03,0.02,0.33,0.65,0.33,0.67,245,292,0.18,0.3,50.45,44.6,43.26,47.1,3.703970842217885,1,0,0,1,0,0,0,0,1,52.48
74,2022,7,52.48,0.0477141145937312,49.405,170,0.79,1809.68,3.82,0.58,0.15,0.0,0.46,0.62,0.0,0.15,0.85,229,303,0.15,0.54,50.09,50.45,44.6,49.405,3.3716909704182734,1,0,0,1,0,0,0,0,1,49.54
75,2022,7,49.54,-0.0560213414634146,50.64,148,0.41,1480.07,4.23,0.08,0.3,0.11,0.68,0.46,0.0,0.3,0.7,232,331,0.31,0.49,52.48,50.09,50.45,50.64,1.2824715721345958,1,0,0,1,0,0,0,0,0,43.26
76,2022,7,43.26,-0.1267662494953573,48.8425,139,0.7,2066.85,4.12,0.28,0.09,0.01,0.3,0.3,0.4,0.09,0.91,239,295,0.2,0.14,49.54,52.48,50.09,48.8425,3.934398513962055,1,0,0,1,0,0,0,0,0,54.03
77,2022,8,54.03,0.2489597780859918,49.8275,170,0.78,1785.34,4.33,0.48,0.7,0.13,0.68,0.82,0.0,0.7,0.3,283,298,0.16,0.32,43.26,49.54,52.48,49.8275,4.757852281579729,1,0,0,1,0,0,0,0,2,57.14
78,2022,8,57.14,0.0575606144734406,50.99249999999999,154,0.47,5261.17,3.99,0.26,0.42,0.05,0.39,0.77,0.0,0.42,0.58,247,321,0.24,0.41,54.03,43.26,49.54,50.99249999999999,6.025486840635096,1,0,0,1,0,0,0,0,2,46.49
79,2022,8,46.49,-0.1863843192159607,50.23,131,0.46,1342.88,4.13,0.2,0.44,0.15,0.2,0.45,0.35,0.44,0.56,249,280,0.14,0.27,57.14,54.03,43.26,50.23,6.448684620396117,1,0,0,1,0,0,0,0,0,51.09
80,2022,8,51.09,0.0989460098946011,52.1875,148,0.85,1817.33,3.94,0.17,0.61,0.31,0.71,0.33,0.0,0.61,0.39,257,281,0.16,0.3,46.49,57.14,54.03,52.1875,4.5309334946932625,1,0,0,1,0,0,0,0,2,45.31
81,2022,9,45.31,-0.1131336856527696,50.0075,134,0.59,1433.61,4.28,0.05,0.27,0.11,0.7,0.51,0.0,0.27,0.73,251,308,0.22,0.21,51.09,46.49,57.14,50.0075,5.369161169742132,0,0,0,1,0,0,0,0,0,50.41
82,2022,9,50.41,0.112557934230854,48.325,144,0.7,1378.51,4.46,0.08,0.24,0.26,0.65,0.71,0.0,0.24,0.76,240,321,0.12,0.22,45.31,51.09,46.49,48.324999999999996,2.8548146466393858,0,0,0,1,0,0,0,0,2,55.97
83,2022,9,55.97,0.1102955762745487,50.695,165,0.45,1370.28,4.03,0.5,0.13,0.15,0.33,0.16,0.51,0.13,0.87,255,303,0.15,0.18,50.41,45.31,51.09,50.695,4.361234534700777,0,0,0,1,0,0,0,0,2,51.89
84,2022,9,51.89,-0.0728961943898517,50.895,156,0.58,1739.39,3.37,0.4,0.41,0.33,0.47,0.22,0.31,0.41,0.59,239,314,0.09,0.12,55.97,50.41,45.31,50.895,4.403525103066107,0,0,0,1,0,0,0,0,0,50.17
85,2022,10,50.17,-0.033147041819233,52.11,148,0.33,954.62,4.41,0.15,0.26,0.0,0.39,0.16,0.45,0.26,0.74,289,299,0.27,0.21,51.89,55.97,50.41,52.11,2.683380951958436,0,0,0,1,0,0,0,0,1,47.78
86,2022,10,47.78,-0.0476380306956348,51.4525,121,0.46,1437.16,3.93,0.21,0.41,0.05,0.1,0.09,0.81,0.41,0.59,282,280,0.16,0.18,50.17,51.89,55.97,51.4525,3.4511483596043835,0,0,0,1,0,0,0,0,1,47.57
87,2022,10,47.57,-0.0043951444118878,49.352500000000006,140,0.77,1784.08,4.42,0.34,0.3,0.17,0.53,0.21,0.26,0.3,0.7,263,291,0.25,0.01,47.78,50.17,51.89,49.352500000000006,2.062140877825768,0,0,0,1,0,0,0,0,1,45.95
88,2022,10,45.95,-0.0340550767290308,47.8675,133,0.9,1643.99,4.23,0.16,0.29,0.23,0.22,0.57,0.21,0.29,0.71,236,242,0.25,0.38,47.57,47.78,50.17,47.8675,1.73920240340221,0,0,0,1,0,0,0,0,1,58.57
89,2022,11,58.57,0.2746463547334057,49.9675,190,0.86,1451.64,4.06,0.12,0.42,0.05,0.25,0.33,0.42,0.42,0.58,267,281,0.2,0.48,45.95,47.57,47.78,49.9675,5.792997928534069,0,0,0,1,0,0,0,0,2,46.1
90,2022,11,46.1,-0.2129076318934608,49.5475,145,0.75,1510.71,4.08,0.2,0.29,0.04,0.2,0.46,0.34,0.29,0.71,271,300,0.26,0.3,58.57,45.95,47.57,49.5475,6.059242939509854,0,0,0,1,0,0,0,0,0,51.04
91,2022,11,51.04,0.1071583514099783,50.415000000000006,153,0.82,1428.89,4.45,0.11,0.24,0.34,0.56,0.66,0.0,0.24,0.76,272,285,0.21,0.2,46.1,58.57,45.95,50.415000000000006,5.928746354275358,0,0,0,1,0,0,0,0,2,55.33
92,2022,11,55.33,0.084051724137931,52.76,177,0.59,1887.01,4.54,0.02,0.36,0.02,0.47,0.2,0.33,0.36,0.64,255,278,0.22,0.41,51.04,46.1,58.57,52.76,5.406015168310207,0,0,0,1,0,0,0,0,2,43.39
93,2022,12,43.39,-0.2157961322971263,48.965,126,0.76,1397.97,3.95,0.3,0.01,0.09,0.48,0.11,0.41,0.01,0.99,237,290,0.18,0.32,55.33,51.04,46.1,48.965,5.294893766639705,0,0,1,1,0,0,0,0,0,51.71
94,2022,12,51.71,0.1917492509794884,50.36749999999999,146,0.74,1984.6,4.83,0.22,0.71,0.25,0.31,0.35,0.34,0.71,0.29,233,293,0.21,0.11,43.39,55.33,51.04,50.36749999999999,5.018846979137741,0,0,1,1,0,0,0,0,2,53.76
95,2022,12,53.76,0.0396441694063043,51.0475,160,0.87,1543.28,3.84,0.48,0.2,0.05,0.43,0.69,0.0,0.2,0.8,245,317,0.12,0.34,51.71,43.39,55.33,51.0475,5.315815240079992,0,0,1,1,0,0,0,0,1,42.32
96,2022,12,42.32,-0.2127976190476189,47.795,133,0.33,1341.54,3.81,0.62,0.64,0.01,0.44,0.41,0.15,0.64,0.36,218,311,0.18,0.24,53.76,51.71,43.39,47.795,5.781813441011967,0,0,1,1,0,0,0,0,0,49.84
97,2023,1,49.84,0.1776937618147449,49.4075,153,0.61,1357.58,4.42,0.53,0.42,0.04,0.44,0.17,0.39,0.42,0.58,249,290,0.21,0.35,42.32,53.76,51.71,49.4075,4.988836704750584,0,0,1,1,0,0,0,0,2,46.67
98,2023,1,46.67,-0.0636035313001605,48.14750000000001,148,0.89,1364.33,3.77,0.12,0.18,0.15,0.48,0.47,0.05,0.18,0.82,229,301,0.16,0.14,49.84,42.32,53.76,48.14750000000001,4.847936846398338,0,0,1,1,0,0,0,0,0,47.76
99,2023,1,47.76,0.0233554746089563,46.6475,160,0.67,1461.93,4.23,0.41,0.3,0.32,0.39,0.44,0.17,0.3,0.7,237,273,0.11,0.41,46.67,49.84,42.32,46.6475,3.1705664583267574,0,0,1,1,0,0,0,0,1,52.55
100,2023,1,52.55,0.1002931323283082,49.205,159,0.51,1624.07,4.32,0.73,0.53,0.21,0.73,0.28,0.0,0.53,0.47,274,293,0.24,0.14,47.76,46.67,49.84,49.205,2.5888543154582226,0,0,1,1,0,0,0,0,2,47.72
101,2023,2,47.72,-0.0919124643196954,48.675,133,0.31,1183.94,3.86,0.16,0.16,0.03,0.06,0.5,0.44,0.16,0.84,220,333,0.28,0.08,52.55,47.76,46.67,48.675,2.632166408113285,0,0,1,1,0,0,0,0,0,45.01
102,2023,2,45.01,-0.0567896060352053,48.25999999999999,137,0.52,1464.12,4.19,0.08,0.4,0.27,0.41,0.41,0.18,0.4,0.6,253,290,0.19,0.14,47.72,52.55,47.76,48.25999999999999,3.136250415172018,0,0,1,1,0,0,0,0,0,44.72
103,2023,2,44.72,-0.0064430126638524,47.5,147,0.79,1555.27,3.54,0.23,0.28,0.02,0.42,0.51,0.07,0.28,0.72,256,309,0.25,0.11,45.01,47.72,52.55,47.5,3.627643863446352,0,0,1,1,0,0,0,0,1,47.53
104,2023,2,47.53,0.0628354203935599,46.245000000000005,144,0.51,1719.78,4.22,0.08,0.11,0.29,0.05,0.53,0.42,0.11,0.89,243,276,0.16,0.35,44.72,45.01,47.72,46.245000000000005,1.5997603987264148,0,0,1,1,0,0,0,0,2,50.63
105,2023,3,50.63,0.0652219650746896,46.9725,163,0.78,1278.87,4.08,0.52,0.4,0.02,0.11,0.78,0.11,0.4,0.6,285,317,0.34,0.17,47.53,44.72,45.01,46.972500000000004,2.7454978297812063,0,1,0,1,0,0,0,0,2,53.32
106,2023,3,53.32,0.0531305550069127,49.05,172,0.58,1886.64,4.35,0.52,0.12,0.08,0.59,0.34,0.07,0.12,0.88,253,278,0.2,0.12,50.63,47.53,44.72,49.05,3.73222900333478,0,1,0,1,0,0,0,0,2,49.54
107,2023,3,49.54,-0.0708927231807952,50.255,158,0.64,1708.76,4.2,0.44,0.1,0.12,0.45,0.51,0.04,0.1,0.9,227,280,0.13,0.24,53.32,50.63,47.53,50.255,2.413275782002544,0,1,0,1,0,0,0,0,0,47.19
108,2023,3,47.19,-0.0474364150181672,50.17,141,0.75,1455.97,4.12,0.28,0.22,0.07,0.62,0.46,0.0,0.22,0.78,229,301,0.19,0.27,49.54,53.32,50.63,50.17,2.5437111995402826,0,1,0,1,0,0,0,0,1,46.53
109,2023,4,46.53,-0.0139860139860139,49.145,137,0.62,1372.92,3.73,0.3,0.3,0.09,0.51,0.17,0.32,0.3,0.7,219,360,0.25,0.24,47.19,49.54,53.32,49.144999999999996,3.068490399745991,0,1,0,1,0,0,0,0,1,46.63
110,2023,4,46.63,0.0021491510853213,47.4725,135,0.39,1722.38,4.27,0.16,0.33,0.29,0.3,0.29,0.41,0.33,0.67,255,292,0.17,0.5,46.53,47.19,49.54,47.4725,1.4086015523679136,0,1,0,1,0,0,0,0,1,43.4
111,2023,4,43.4,-0.0692687111301737,45.9375,134,0.69,1566.16,4.09,0.19,0.56,0.01,0.56,0.2,0.24,0.56,0.44,217,266,0.22,0.19,46.63,46.53,47.19,45.9375,1.716418266818035,0,1,0,1,0,0,0,0,0,47.09
112,2023,4,47.09,0.0850230414746544,45.9125,140,0.5,1624.54,4.24,0.28,0.05,0.01,0.57,0.37,0.06,0.05,0.95,246,276,0.05,0.3,43.4,46.63,46.53,45.9125,1.6926581659232416,0,1,0,1,0,0,0,0,2,45.2
113,2023,5,45.2,-0.0401359099596517,45.580000000000005,127,0.31,1576.91,3.93,0.15,0.57,0.08,0.65,0.28,0.07,0.57,0.43,239,289,0.27,0.66,47.09,43.4,46.63,45.580000000000005,1.661264578566571,0,1,0,1,0,0,0,0,1,54.05
114,2023,5,54.05,0.195796460176991,47.435,180,0.55,1408.43,4.34,0.41,0.03,0.48,0.68,0.12,0.2,0.03,0.97,295,285,0.2,0.1,45.2,47.09,43.4,47.434999999999995,4.660246774581786,0,1,0,1,0,0,0,0,2,50.62
115,2023,5,50.62,-0.0634597594819611,49.24,159,0.84,1742.69,4.34,0.47,0.16,0.18,0.65,0.24,0.11,0.16,0.84,270,228,0.23,0.69,54.05,45.2,47.09,49.24,3.9151245190925823,0,1,0,1,0,0,0,0,0,49.78
116,2023,5,49.78,-0.0165942315290398,49.9125,134,0.84,1644.41,3.78,0.11,0.19,0.29,0.62,0.67,0.0,0.19,0.81,226,247,0.08,0.35,50.62,54.05,45.2,49.9125,3.6443872370171175,0,1,0,1,0,0,0,0,1,56.22
117,2023,6,56.22,0.1293692245881879,52.6675,155,0.86,2066.3,4.62,0.2,0.3,0.03,0.25,0.34,0.41,0.3,0.7,267,322,0.2,0.51,49.78,50.62,54.05,52.6675,3.0034133359673607,1,0,0,1,0,0,0,0,2,51.99
118,2023,6,51.99,-0.075240128068303,52.1525,159,0.66,1853.04,3.72,0.19,0.35,0.11,0.89,0.16,0.0,0.35,0.65,217,319,0.23,0.5,56.22,49.78,50.62,52.1525,2.8605521028873544,1,0,0,1,0,0,0,0,0,48.97
119,2023,6,48.97,-0.0580880938642046,51.74,142,0.74,1287.82,4.3,0.34,0.22,0.24,0.18,0.5,0.32,0.22,0.78,251,292,0.2,0.04,51.99,56.22,49.78,51.74,3.247942938743425,1,0,0,1,0,0,0,0,0,47.03
120,2023,6,47.03,-0.0396160914845823,51.0525,151,0.7,1910.78,3.27,0.6,0.31,0.03,0.24,0.44,0.32,0.31,0.69,271,298,0.28,0.57,48.97,51.99,56.22,51.0525,4.00413432175628,1,0,0,1,0,0,0,0,1,42.44
121,2023,7,42.44,-0.097597278332979,47.6075,121,0.5,1444.25,3.95,0.19,0.48,0.02,0.34,0.12,0.54,0.48,0.52,273,285,0.12,0.28,47.03,48.97,51.99,47.6075,4.004134321756292,1,0,0,1,0,0,0,0,0,50.49
122,2023,7,50.49,0.1896795475966071,47.2325,172,0.62,1783.59,4.17,0.11,0.58,0.09,0.23,0.32,0.45,0.58,0.42,273,290,0.19,0.14,42.44,47.03,48.97,47.2325,3.4947234034565207,1,0,0,1,0,0,0,0,2,54.14
123,2023,7,54.14,0.0722915428797781,48.525,160,0.68,1417.92,3.64,0.21,0.56,0.49,0.54,0.38,0.08,0.56,0.44,288,259,0.22,0.45,50.49,42.44,47.03,48.525,4.988376489400139,1,0,0,1,0,0,0,0,2,53.18
124,2023,7,53.18,-0.0177318064277798,50.0625,164,0.33,1924.84,4.01,0.22,0.65,0.13,0.52,0.43,0.05,0.65,0.35,259,339,0.17,0.16,54.14,50.49,42.44,50.0625,5.311311043424215,1,0,0,1,0,0,0,0,1,51.9
125,2023,8,51.9,-0.0240691989469725,52.4275,168,0.37,1635.53,4.05,0.29,0.5,0.24,0.29,0.13,0.58,0.5,0.5,274,354,0.19,0.23,53.18,54.14,50.49,52.427499999999995,1.5844110367367727,1,0,0,1,0,0,0,0,1,59.74
126,2023,8,59.74,0.1510597302504817,54.74,172,0.34,1923.95,3.84,0.25,0.27,0.11,0.52,0.11,0.37,0.27,0.73,270,296,0.28,0.2,51.9,53.18,54.14,54.739999999999995,3.4573207352900575,1,0,0,1,0,0,0,0,2,48.82
127,2023,8,48.82,-0.182792099096083,53.41,143,0.35,1521.55,3.47,0.33,0.13,0.14,0.46,0.15,0.39,0.13,0.87,252,356,0.22,0.16,59.74,51.9,53.18,53.41,4.599637666889276,1,0,0,1,0,0,0,0,0,43.52
128,2023,8,43.52,-0.1085620647275705,50.995,140,0.47,1244.74,3.64,0.36,0.45,0.31,0.46,0.49,0.05,0.45,0.55,221,256,0.18,0.69,48.82,59.74,51.9,50.995,6.779879546619296,1,0,0,1,0,0,0,0,0,50.61
129,2023,9,50.61,0.1629136029411764,50.6725,188,0.72,1636.43,3.41,0.27,0.54,0.04,0.48,0.67,0.0,0.54,0.46,265,320,0.17,0.21,43.52,48.82,59.74,50.6725,6.753109777477832,0,0,0,1,0,0,0,0,2,51.51
130,2023,9,51.51,0.0177830468286899,48.615,132,0.73,1817.44,4.76,0.25,0.46,0.09,0.34,0.83,0.0,0.46,0.54,269,321,0.09,0.13,50.61,43.52,48.82,48.615,3.575942766134092,0,0,0,1,0,0,0,0,1,51.74
131,2023,9,51.74,0.0044651523975927,49.345,164,0.51,1502.65,4.26,0.36,0.27,0.21,0.91,0.49,0.0,0.27,0.73,268,344,0.16,0.09,51.51,50.61,43.52,49.345,3.9138259201621866,0,0,0,1,0,0,0,0,1,56.67
132,2023,9,56.67,0.0952841128720525,52.6325,162,0.86,1731.81,4.29,0.26,0.3,0.02,0.46,0.28,0.26,0.3,0.7,232,292,0.23,0.07,51.74,51.51,50.61,52.6325,2.735475278630746,0,0,0,1,0,0,0,0,2,46.75
133,2023,10,46.75,-0.1750485265572613,51.6675,134,0.68,2057.93,4.13,0.32,0.36,0.06,0.61,0.23,0.16,0.36,0.64,231,288,0.29,0.07,56.67,51.74,51.51,51.6675,4.051208667381461,0,0,0,1,0,0,0,0,0,48.92
134,2023,10,48.92,0.0464171122994652,51.02,152,0.45,1566.62,4.59,0.27,0.36,0.04,0.54,0.18,0.28,0.36,0.64,225,260,0.13,0.33,46.75,56.67,51.74,51.02,4.285004861918678,0,0,0,1,0,0,0,0,1,45.47
135,2023,10,45.47,-0.0705233033524121,49.4525,147,0.5,1785.59,4.05,0.09,0.46,0.05,0.19,0.36,0.45,0.46,0.54,245,293,0.2,0.26,48.92,46.75,56.67,49.4525,5.017956921563476,0,0,0,1,0,0,0,0,0,41.87
136,2023,10,41.87,-0.0791730811524081,45.7525,123,0.87,1692.66,4.33,0.44,0.39,0.01,0.5,0.64,0.0,0.39,0.61,233,310,0.21,0.26,45.47,48.92,46.75,45.7525,2.9541877056139034,0,0,0,1,0,0,0,0,0,54.71
137,2023,11,54.71,0.3066634822068308,47.7425,163,0.71,1668.75,4.18,0.21,0.58,0.01,0.48,0.31,0.21,0.58,0.42,269,337,0.24,0.14,41.87,45.47,48.92,47.7425,5.464524224486542,0,0,0,1,0,0,0,0,2,52.4
138,2023,11,52.4,-0.0422226284043136,48.6125,142,0.68,1602.5,4.2,0.52,0.27,0.02,0.15,0.51,0.34,0.27,0.73,240,320,0.21,0.08,54.71,41.87,45.47,48.6125,5.968284929525414,0,0,0,1,0,0,0,0,1,48.95
139,2023,11,48.95,-0.0658396946564884,49.4825,149,0.32,1649.52,4.35,0.36,0.3,0.07,0.11,0.4,0.49,0.3,0.7,272,343,0.18,0.11,52.4,54.71,41.87,49.4825,5.599770084565982,0,0,0,1,0,0,0,0,0,56.28
140,2023,11,56.28,0.1497446373850868,53.085,175,0.89,1615.54,4.06,0.17,0.71,0.01,0.22,0.28,0.5,0.71,0.29,272,334,0.22,0.38,48.95,52.4,54.71,53.084999999999994,3.18413253493002,0,0,0,1,0,0,0,0,2,53.14
141,2023,12,53.14,-0.0557924662402274,52.6925,165,0.62,1365.96,4.14,0.17,0.44,0.21,0.13,0.14,0.73,0.44,0.56,278,297,0.23,0.47,56.28,48.95,52.4,52.6925,3.0090017724598574,0,0,1,1,0,0,0,0,0,56.29
142,2023,12,56.29,0.059277380504328,53.665,167,0.48,1556.19,4.33,0.07,0.19,0.12,0.33,0.52,0.15,0.19,0.81,268,323,0.21,0.24,53.14,56.28,48.95,53.665,3.475423235616993,0,0,1,1,0,0,0,0,2,46.93
143,2023,12,46.93,-0.1662817551963048,53.16,136,0.77,1514.18,4.07,0.43,0.43,0.25,0.8,0.23,0.0,0.43,0.57,216,296,0.25,0.12,56.29,53.14,56.28,53.16,4.410011337853891,0,0,1,1,0,0,0,0,0,51.26
144,2023,12,51.26,0.092265075644577,51.905,165,0.69,1193.68,4.14,0.14,0.18,0.1,0.07,0.73,0.2,0.18,0.82,235,345,0.19,0.21,46.93,56.29,53.14,51.905,3.912377793618601,0,0,1,1,0,0,0,0,2,44.13
145,2024,1,44.13,-0.1390948107686304,49.6525,130,0.66,1571.11,4.55,0.45,0.24,0.04,0.46,0.22,0.32,0.24,0.76,217,287,0.2,0.19,51.26,46.93,56.29,49.6525,5.308812641887706,0,0,1,1,0,0,0,0,0,49.43
146,2024,1,49.43,0.1200997054158168,47.9375,138,0.59,1869.24,4.07,0.25,0.61,0.14,0.07,0.76,0.17,0.61,0.39,253,285,0.19,0.07,44.13,51.26,46.93,47.9375,3.0972393621847845,0,0,1,1,0,0,0,0,2,45.81
147,2024,1,45.81,-0.0732348776046935,47.6575,153,0.55,1624.01,3.89,0.6,0.17,0.26,0.25,0.2,0.55,0.17,0.83,227,295,0.32,0.13,49.43,44.13,51.26,47.6575,3.264775387884056,0,0,1,1,0,0,0,0,0,57.55
148,2024,1,57.55,0.25627592228771,49.23,173,0.74,1397.41,4.07,0.08,0.11,0.1,0.56,0.56,0.0,0.11,0.89,269,377,0.2,0.37,45.81,49.43,44.13,49.230000000000004,5.971286851815673,0,0,1,1,0,0,0,0,2,53.27
149,2024,2,53.27,-0.0743701129452648,51.515,145,0.78,1943.78,3.78,0.29,0.51,0.37,0.08,0.1,0.82,0.51,0.49,219,300,0.24,0.14,57.55,45.81,49.43,51.515,5.04630227658497,0,0,1,1,0,0,0,0,0,52.92
150,2024,2,52.92,-0.0065703022339027,52.3875,159,0.47,1640.27,3.99,0.42,0.27,0.07,0.72,0.43,0.0,0.27,0.73,240,330,0.25,0.22,53.27,57.55,45.81,52.3875,4.864061231796596,0,0,1,1,0,0,0,0,1,44.63
151,2024,2,44.63,-0.1566515495086923,52.0925,134,0.64,1620.58,3.81,0.41,0.32,0.06,0.57,0.69,0.0,0.32,0.68,245,291,0.12,0.17,52.92,53.27,57.55,52.0925,5.401989602606305,0,0,1,1,0,0,0,0,0,51.91
152,2024,2,51.91,0.1631189782657403,50.6825,143,0.46,1781.84,3.72,0.63,0.21,0.11,0.14,0.62,0.24,0.21,0.79,251,339,0.17,0.22,44.63,52.92,53.27,50.6825,4.075989654877289,0,0,1,1,0,0,0,0,2,46.57
153,2024,3,46.57,-0.1028703525332305,49.00749999999999,143,0.6,1735.15,4.01,0.17,0.27,0.25,0.03,0.49,0.48,0.27,0.73,225,282,0.23,0.28,51.91,44.63,52.92,49.00749999999999,4.034686067919877,0,1,0,1,0,0,0,0,0,44.0
154,2024,3,44.0,-0.0551857418939231,46.7775,123,0.42,1386.16,4.24,0.18,0.34,0.04,0.84,0.55,0.0,0.34,0.66,239,295,0.2,0.04,46.57,51.91,44.63,46.7775,3.592208002515098,0,1,0,1,0,0,0,0,0,51.38
155,2024,3,51.38,0.1677272727272727,48.465,144,0.7,1402.16,4.14,0.32,0.21,0.21,0.45,0.72,0.0,0.21,0.79,266,301,0.19,0.1,44.0,46.57,51.91,48.465,3.8250272330185373,0,1,0,1,0,0,0,0,2,48.66
156,2024,3,48.66,-0.0529388867263528,47.6525,135,0.3,1864.39,3.85,0.34,0.61,0.11,0.17,0.34,0.49,0.61,0.39,267,281,0.18,0.2,51.38,44.0,46.57,47.6525,3.1316595706856174,0,1,0,1,0,0,0,0,0,52.33
157,2024,4,52.33,0.0754212905877518,49.0925,164,0.48,1885.74,4.24,0.1,0.45,0.0,0.3,0.5,0.2,0.45,0.55,262,310,0.16,0.59,48.66,51.38,44.0,49.0925,3.7342859647684667,0,1,0,1,0,0,0,0,2,44.81
158,2024,4,44.81,-0.1437034206000381,49.295,130,0.69,1663.85,4.16,0.23,0.36,0.3,0.22,0.33,0.45,0.36,0.64,237,286,0.13,0.3,52.33,48.66,51.38,49.295,3.370306613153578,0,1,0,1,0,0,0,0,0,50.81
159,2024,4,50.81,0.1338986833296138,49.1525,151,0.77,1574.15,3.94,0.32,0.07,0.02,0.69,0.35,0.0,0.07,0.93,241,292,0.2,0.32,44.81,52.33,48.66,49.152499999999996,3.2631107346620563,0,1,0,1,0,0,0,0,2,43.58
160,2024,4,43.58,-0.1422948238535721,47.8825,115,0.74,1700.92,4.03,0.33,0.46,0.13,0.51,0.36,0.13,0.46,0.54,213,299,0.23,0.14,50.81,44.81,52.33,47.8825,4.3321386173575,0,1,0,1,0,0,0,0,0,53.63
161,2024,5,53.63,0.2306103717301515,48.2075,169,0.63,1408.39,3.95,0.26,0.23,0.05,0.68,0.15,0.17,0.23,0.77,263,285,0.21,0.19,43.58,50.81,44.81,48.2075,4.800460915370538,0,1,0,1,0,0,0,0,2,49.38
162,2024,5,49.38,-0.079246690285288,49.35,137,0.77,1649.12,4.11,0.27,0.82,0.03,0.37,0.3,0.33,0.82,0.18,284,298,0.17,0.44,53.63,43.58,50.81,49.35,4.232564234598227,0,1,0,1,0,0,0,0,0,52.3
163,2024,5,52.3,0.0591332523288778,49.7225,147,0.31,1299.96,4.35,0.22,0.65,0.13,0.63,0.43,0.0,0.65,0.35,256,307,0.17,0.19,49.38,53.63,43.58,49.722500000000004,4.46317058453592,0,1,0,1,0,0,0,0,2,48.57
164,2024,5,48.57,-0.0713193116634798,50.97,152,0.45,1431.96,3.74,0.23,0.4,0.13,0.51,0.7,0.0,0.4,0.6,217,305,0.11,0.1,52.3,49.38,53.63,50.97,2.389741966545053,0,1,0,1,0,0,0,0,0,48.72
165,2024,6,48.72,0.0030883261272389,49.7425,130,0.78,1465.24,4.33,0.34,0.61,0.02,0.08,0.11,0.81,0.61,0.39,284,266,0.23,0.31,48.57,52.3,49.38,49.7425,1.7409264774826188,1,0,0,1,0,0,0,0,1,46.46
166,2024,6,46.46,-0.0463875205254514,49.0125,139,0.75,1598.55,4.56,0.25,0.33,0.06,0.24,0.04,0.72,0.33,0.67,250,290,0.2,0.19,48.72,48.57,52.3,49.0125,2.42241442917325,1,0,0,1,0,0,0,0,1,59.28
167,2024,6,59.28,0.2759362892811019,50.7575,176,0.82,1699.82,4.17,0.29,0.13,0.01,0.57,0.44,0.0,0.13,0.87,279,298,0.28,0.18,46.46,48.72,48.57,50.7575,5.774601717867647,1,0,0,1,0,0,0,0,2,49.71
168,2024,6,49.71,-0.1614372469635627,51.0425,156,0.43,1660.19,3.89,0.22,0.47,0.09,0.34,0.2,0.46,0.47,0.53,249,332,0.23,0.35,59.28,46.46,48.72,51.042500000000004,5.657598872313232,1,0,0,1,0,0,0,0,0,47.12
169,2024,7,47.12,-0.052102192717763,50.6425,123,0.65,1796.63,3.76,0.18,0.04,0.24,0.4,0.27,0.33,0.04,0.96,194,305,0.31,0.15,49.71,59.28,46.46,50.6425,5.926698771941538,1,0,0,1,0,0,0,0,0,42.72
170,2024,7,42.72,-0.0933786078098471,49.7075,119,0.63,1561.19,4.32,0.26,0.22,0.12,0.48,0.16,0.36,0.22,0.78,248,277,0.22,0.04,47.12,49.71,59.28,49.707499999999996,7.0036436945350165,1,0,0,1,0,0,0,0,0,49.9
171,2024,7,49.9,0.1680711610486891,47.3625,156,0.47,1947.83,3.82,0.39,0.44,0.19,0.26,0.3,0.44,0.44,0.56,226,345,0.19,0.39,42.72,47.12,49.71,47.3625,3.344710998975389,1,0,0,1,0,0,0,0,2,49.62
