scrape_date,brand,product_name,price,rating,category
3/2/2026,HRX by Hrithik Roshan,Women Round Toe Sneakers,Rs. 719,"4.1
|
2.1k",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Gamescape Sneakers,Rs. 863,"4.1
|
4.6k",sneakers
3/2/2026,Red Tape,Textured Chunky Sole Sneakers,Rs. 1274,"4.6
|
509",sneakers
3/2/2026,ENRIZZ,Men Colourblocked Sneakers,Rs. 553,,sneakers
3/2/2026,Liberty,Kids Non Lacing School Shoes,Rs. 489,"4.2
|
218",sneakers
3/2/2026,YK,Girls Slip-On Sneakers,Rs. 459,"4.3
|
2.5k",sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Elsa Printed Sneakers,Rs. 445,"4.3
|
80",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Colourblocked Sneakers,Rs. 1246,"3.9
|
892",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Solid Sneakers,Rs. 951,"4.4
|
298",sneakers
3/2/2026,Red Tape,Men Colourblocked Sneakers,Rs. 974,"4.5
|
888",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Round Toe Sneakers,Rs. 1103,"4.2
|
7.4k",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Elsa Printed Sneakers,Rs. 401,"4.1
|
152",sneakers
3/2/2026,Denill,Women Colourblocked Sneakers,Rs. 479,"4
|
3.9k",sneakers
3/2/2026,Crazyly,Boys Colourblocked Sneakers,Rs. 443,,sneakers
3/2/2026,HRX by Hrithik Roshan,Men Sneakers,Rs. 1249,"4.3
|
142",sneakers
3/2/2026,ONYC,Unisex Kids Fashion,Rs. 479,"4.6
|
1.3k",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,SPRENGE,Men Woven Design Sneakers,Rs. 566,"3.2
|
40",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Sneakers,Rs. 1053,"4.3
|
306",sneakers
3/2/2026,Crazyly,Girls Colourblocked Sneakers,Rs. 395,"4.5
|
3.2k",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Round Toe Sneakers,Rs. 999,"4
|
3.3k",sneakers
3/2/2026,Lotto,Men Impulso OG Sneakers,Rs. 1394,"4.2
|
29",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Back To School Shoes,Rs. 999,"4.2
|
2.4k",sneakers
3/2/2026,Red Tape,Men Textured Sneakers,Rs. 1274,"4.5
|
344",sneakers
3/2/2026,BOLDFIT,Men Lightweight Sneakers,Rs. 1249,"4.5
|
26",sneakers
3/2/2026,HRX by Hrithik Roshan,Round Toe Lace-Ups Sneakers,Rs. 1019,"4.3
|
291",sneakers
3/2/2026,Red Tape,Women Colourblocked Sneakers,Rs. 1241,"4.5
|
2.4k",sneakers
3/2/2026,Lotto,Men Strada Vele Sneaker,Rs. 1306,"4.4
|
315",sneakers
3/2/2026,Roadster,Men Round Toe Lace-Up Sneakers,Rs. 949,,sneakers
3/2/2026,ASIAN,Men Colourblocked Sneakers,Rs. 704,"4
|
13.9k",sneakers
3/2/2026,Red Tape,Colourblocked Lace-Ups Shoes,Rs. 959,"4.5
|
821",sneakers
3/2/2026,Red Tape,Colourblocked Round Toe Shoes,Rs. 991,"4.5
|
1.2k",sneakers
3/2/2026,Red Tape,Women Colourblocked Sneakers,Rs. 869,"4.6
|
783",sneakers
3/2/2026,ONYC,Unisex Kids Woven Design Sneakers,Rs. 545,"4.7
|
773",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,Lotto,Men Strada Blend Blue Sneakers,Rs. 1479,"4.3
|
49",sneakers
3/2/2026,Red Tape,Men Textured Sneakers,Rs. 1359,"4.5
|
378",sneakers
3/2/2026,Red Tape,Men Colourblocked PU Sneakers,Rs. 1019,"4.6
|
578",sneakers
3/2/2026,HRX by Hrithik Roshan,Women Colourblocked Sneakers,Rs. 1499,"4.3
|
1.6k",sneakers
3/2/2026,Albeto,Boys Sneakers,Rs. 393,,sneakers
3/2/2026,HRX by Hrithik Roshan,Men Lightweight Sneakers,Rs. 1119,"4.2
|
1.4k",sneakers
3/2/2026,Green Comfort,Boys Textured Sneakers,Rs. 599,,sneakers
3/2/2026,ONYC,Kids Lace-Free Sneakers,Rs. 799,"4.6
|
83",sneakers
3/2/2026,JQR,Men Lightweight Sneakers,Rs. 849,"4.3
|
7.2k",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Sneakers,Rs. 1053,"4.3
|
305",sneakers
3/2/2026,HRX by Hrithik Roshan,Women Round Toe Sneakers,Rs. 719,"4.1
|
2.1k",sneakers
3/2/2026,JQR,Men Memory Foam Sneakers,Rs. 849,"4.3
|
7.2k",sneakers
3/2/2026,Red Tape,Textured Chunky Sole Sneakers,Rs. 1274,"4.6
|
509",sneakers
3/2/2026,ENRIZZ,Men Colourblocked Sneakers,Rs. 553,,sneakers
3/2/2026,HRX by Hrithik Roshan,Men Gamescape Sneakers,Rs. 863,"4.1
|
4.6k",sneakers
3/2/2026,YK,Girls Slip-On Sneakers,Rs. 459,"4.3
|
2.5k",sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Elsa Printed Sneakers,Rs. 445,"4.3
|
80",sneakers
3/2/2026,Liberty,Kids Non Lacing School Shoes,Rs. 489,"4.2
|
218",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Solid Sneakers,Rs. 951,"4.4
|
298",sneakers
3/2/2026,Red Tape,Men Colourblocked Sneakers,Rs. 974,"4.5
|
888",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Colourblocked Sneakers,Rs. 1246,"3.9
|
892",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Elsa Printed Sneakers,Rs. 401,"4.1
|
152",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Round Toe Sneakers,Rs. 1103,"4.2
|
7.4k",sneakers
3/2/2026,Denill,Women Colourblocked Sneakers,Rs. 479,"4
|
3.9k",sneakers
3/2/2026,Crazyly,Boys Colourblocked Sneakers,Rs. 443,,sneakers
3/2/2026,ONYC,Unisex Kids Fashion,Rs. 479,"4.6
|
1.3k",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,HRX by Hrithik Roshan,Men Sneakers,Rs. 1249,"4.3
|
142",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Sneakers,Rs. 1053,"4.3
|
306",sneakers
3/2/2026,Crazyly,Girls Colourblocked Sneakers,Rs. 395,"4.5
|
3.2k",sneakers
3/2/2026,SPRENGE,Men Woven Design Sneakers,Rs. 566,"3.2
|
40",sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Frozen Printed Sneakers,Rs. 401,"4.1
|
151",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Back To School Shoes,Rs. 999,"4.2
|
2.4k",sneakers
3/2/2026,Lotto,Men Impulso OG Sneakers,Rs. 1394,"4.2
|
29",sneakers
3/2/2026,Red Tape,Men Textured Sneakers,Rs. 1274,"4.5
|
344",sneakers
3/2/2026,HRX by Hrithik Roshan,Round Toe Lace-Ups Sneakers,Rs. 1019,"4.3
|
291",sneakers
3/2/2026,BOLDFIT,Men Lightweight Sneakers,Rs. 1249,"4.5
|
26",sneakers
3/2/2026,Red Tape,Women Colourblocked Sneakers,Rs. 1241,"4.5
|
2.4k",sneakers
3/2/2026,Roadster,Men Round Toe Lace-Up Sneakers,Rs. 949,,sneakers
3/2/2026,Lotto,Men Strada Vele Sneaker,Rs. 1306,"4.4
|
315",sneakers
3/2/2026,Red Tape,Colourblocked Lace-Ups Shoes,Rs. 959,"4.5
|
821",sneakers
3/2/2026,ASIAN,Men Colourblocked Sneakers,Rs. 704,"4
|
13.9k",sneakers
3/2/2026,Red Tape,Colourblocked Round Toe Shoes,Rs. 991,"4.5
|
1.2k",sneakers
3/2/2026,ONYC,Unisex Kids Woven Design Sneakers,Rs. 545,"4.7
|
773",sneakers
3/2/2026,Red Tape,Women Colourblocked Sneakers,Rs. 869,"4.6
|
783",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,Red Tape,Men Textured Sneakers,Rs. 1359,"4.5
|
378",sneakers
3/2/2026,Lotto,Men Strada Blend Blue Sneakers,Rs. 1479,"4.3
|
49",sneakers
3/2/2026,Red Tape,Men Colourblocked PU Sneakers,Rs. 1019,"4.6
|
578",sneakers
3/2/2026,Albeto,Boys Sneakers,Rs. 393,,sneakers
3/2/2026,HRX by Hrithik Roshan,Women Colourblocked Sneakers,Rs. 1499,"4.3
|
1.6k",sneakers
3/2/2026,Green Comfort,Boys Textured Sneakers,Rs. 599,,sneakers
3/2/2026,HRX by Hrithik Roshan,Men Lightweight Sneakers,Rs. 1119,"4.2
|
1.4k",sneakers
3/2/2026,ONYC,Kids Lace-Free Sneakers,Rs. 799,"4.6
|
83",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Sneakers,Rs. 1053,"4.3
|
305",sneakers
3/2/2026,JQR,Men Lightweight Sneakers,Rs. 849,"4.3
|
7.2k",sneakers
3/2/2026,HRX by Hrithik Roshan,Women Round Toe Sneakers,Rs. 719,"4.1
|
2.1k",sneakers
3/2/2026,Red Tape,Textured Chunky Sole Sneakers,Rs. 1274,"4.6
|
509",sneakers
3/2/2026,JQR,Men Memory Foam Sneakers,Rs. 849,"4.3
|
7.2k",sneakers
3/2/2026,ENRIZZ,Men Colourblocked Sneakers,Rs. 553,,sneakers
3/2/2026,YK,Girls Slip-On Sneakers,Rs. 459,"4.3
|
2.5k",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Gamescape Sneakers,Rs. 863,"4.1
|
4.6k",sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Elsa Printed Sneakers,Rs. 445,"4.3
|
80",sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Solid Sneakers,Rs. 951,"4.4
|
298",sneakers
3/2/2026,Liberty,Kids Non Lacing School Shoes,Rs. 489,"4.2
|
218",sneakers
3/2/2026,Red Tape,Men Colourblocked Sneakers,Rs. 974,"4.5
|
888",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,HRX by Hrithik Roshan,Men Colourblocked Sneakers,Rs. 1246,"3.9
|
892",sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Elsa Printed Sneakers,Rs. 401,"4.1
|
152",sneakers
3/2/2026,Denill,Women Colourblocked Sneakers,Rs. 479,"4
|
3.9k",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Round Toe Sneakers,Rs. 1103,"4.2
|
7.4k",sneakers
3/2/2026,Crazyly,Boys Colourblocked Sneakers,Rs. 443,,sneakers
3/2/2026,ONYC,Unisex Kids Fashion,Rs. 479,"4.6
|
1.3k",sneakers
3/2/2026,Zakozee,Men Colourblocked Sneakers,Rs. 709,,sneakers
3/2/2026,HRX by Hrithik Roshan,Unisex Sneakers,Rs. 1053,"4.3
|
306",sneakers
3/2/2026,HRX by Hrithik Roshan,Men Sneakers,Rs. 1249,"4.3
|
142",sneakers
3/2/2026,Crazyly,Girls Colourblocked Sneakers,Rs. 395,"4.5
|
3.2k",sneakers
3/2/2026,HOOH Now Comfort in Fashion,Girls Frozen Printed Sneakers,Rs. 401,"4.1
|
151",sneakers
3/2/2026,SPRENGE,Men Woven Design Sneakers,Rs. 566,"3.2
|
40",sneakers
