week,year,month,season,category,search_index,search_growth,momentum_4w,keyword_frequency,brand_popularity,avg_price,avg_rating,cotton_ratio,printed_ratio,oversized_ratio,pastel_ratio,dark_ratio,bright_ratio,pattern_printed_ratio,pattern_plain_ratio,image_count,availability_count,discount_avg,new_arrival_ratio,trend_label,next_week_search
98,2023,1,Winter,Jeans,46.67,-0.0636035313001605,48.14750000000001,148,0.89,1364.33,3.77,0.12,0.18,0.15,0.48,0.47,0.05,0.18,0.82,229,301,0.16,0.14,0,47.76
99,2023,1,Winter,Jeans,47.76,0.023355474608956373,46.6475,160,0.67,1461.93,4.23,0.41,0.3,0.32,0.39,0.44,0.17,0.3,0.7,237,273,0.11,0.41,1,52.55
100,2023,1,Winter,Jeans,52.55,0.10029313232830828,49.205,159,0.51,1624.07,4.32,0.73,0.53,0.21,0.73,0.28,0.0,0.53,0.47,274,293,0.24,0.14,2,47.72
101,2023,2,Winter,Jeans,47.72,-0.09191246431969546,48.675,133,0.31,1183.94,3.86,0.16,0.16,0.03,0.06,0.5,0.44,0.16,0.84,220,333,0.28,0.08,0,45.01
102,2023,2,Winter,Jeans,45.01,-0.05678960603520533,48.25999999999999,137,0.52,1464.12,4.19,0.08,0.4,0.27,0.41,0.41,0.18,0.4,0.6,253,290,0.19,0.14,0,44.72
103,2023,2,Winter,Jeans,44.72,-0.006443012663852499,47.5,147,0.79,1555.27,3.54,0.23,0.28,0.02,0.42,0.51,0.07,0.28,0.72,256,309,0.25,0.11,1,47.53
104,2023,2,Winter,Jeans,47.53,0.06283542039355994,46.245000000000005,144,0.51,1719.78,4.22,0.08,0.11,0.29,0.05,0.53,0.42,0.11,0.89,243,276,0.16,0.35,2,50.63
105,2023,3,Summer,Jeans,50.63,0.06522196507468969,46.972500000000004,163,0.78,1278.87,4.08,0.52,0.4,0.02,0.11,0.78,0.11,0.4,0.6,285,317,0.34,0.17,2,53.32
106,2023,3,Summer,Jeans,53.32,0.05313055500691277,49.05,172,0.58,1886.64,4.35,0.52,0.12,0.08,0.59,0.34,0.07,0.12,0.88,253,278,0.2,0.12,2,49.54
107,2023,3,Summer,Jeans,49.54,-0.0708927231807952,50.255,158,0.64,1708.76,4.2,0.44,0.1,0.12,0.45,0.51,0.04,0.1,0.9,227,280,0.13,0.24,0,47.19
108,2023,3,Summer,Jeans,47.19,-0.0474364150181672,50.17,141,0.75,1455.97,4.12,0.28,0.22,0.07,0.62,0.46,0.0,0.22,0.78,229,301,0.19,0.27,1,46.53
109,2023,4,Summer,Jeans,46.53,-0.013986013986013957,49.144999999999996,137,0.62,1372.92,3.73,0.3,0.3,0.09,0.51,0.17,0.32,0.3,0.7,219,360,0.25,0.24,1,46.63
110,2023,4,Summer,Jeans,46.63,0.0021491510853213214,47.4725,135,0.39,1722.38,4.27,0.16,0.33,0.29,0.3,0.29,0.41,0.33,0.67,255,292,0.17,0.5,1,43.4
111,2023,4,Summer,Jeans,43.4,-0.06926871113017374,45.9375,134,0.69,1566.16,4.09,0.19,0.56,0.01,0.56,0.2,0.24,0.56,0.44,217,266,0.22,0.19,0,47.09
112,2023,4,Summer,Jeans,47.09,0.08502304147465445,45.9125,140,0.5,1624.54,4.24,0.28,0.05,0.01,0.57,0.37,0.06,0.05,0.95,246,276,0.05,0.3,2,45.2
113,2023,5,Summer,Jeans,45.2,-0.04013590995965177,45.580000000000005,127,0.31,1576.91,3.93,0.15,0.57,0.08,0.65,0.28,0.07,0.57,0.43,239,289,0.27,0.66,1,54.05
114,2023,5,Summer,Jeans,54.05,0.19579646017699104,47.434999999999995,180,0.55,1408.43,4.34,0.41,0.03,0.48,0.68,0.12,0.2,0.03,0.97,295,285,0.2,0.1,2,50.62
115,2023,5,Summer,Jeans,50.62,-0.06345975948196114,49.24,159,0.84,1742.69,4.34,0.47,0.16,0.18,0.65,0.24,0.11,0.16,0.84,270,228,0.23,0.69,0,49.78
116,2023,5,Summer,Jeans,49.78,-0.016594231529039827,49.9125,134,0.84,1644.41,3.78,0.11,0.19,0.29,0.62,0.67,0.0,0.19,0.81,226,247,0.08,0.35,1,56.22
117,2023,6,Monsoon,Jeans,56.22,0.1293692245881879,52.6675,155,0.86,2066.3,4.62,0.2,0.3,0.03,0.25,0.34,0.41,0.3,0.7,267,322,0.2,0.51,2,51.99
118,2023,6,Monsoon,Jeans,51.99,-0.07524012806830305,52.1525,159,0.66,1853.04,3.72,0.19,0.35,0.11,0.89,0.16,0.0,0.35,0.65,217,319,0.23,0.5,0,48.97
119,2023,6,Monsoon,Jeans,48.97,-0.05808809386420466,51.74,142,0.74,1287.82,4.3,0.34,0.22,0.24,0.18,0.5,0.32,0.22,0.78,251,292,0.2,0.04,0,47.03
120,2023,6,Monsoon,Jeans,47.03,-0.03961609148458234,51.0525,151,0.7,1910.78,3.27,0.6,0.31,0.03,0.24,0.44,0.32,0.31,0.69,271,298,0.28,0.57,1,42.44
121,2023,7,Monsoon,Jeans,42.44,-0.09759727833297904,47.6075,121,0.5,1444.25,3.95,0.19,0.48,0.02,0.34,0.12,0.54,0.48,0.52,273,285,0.12,0.28,0,50.49
122,2023,7,Monsoon,Jeans,50.49,0.1896795475966071,47.2325,172,0.62,1783.59,4.17,0.11,0.58,0.09,0.23,0.32,0.45,0.58,0.42,273,290,0.19,0.14,2,54.14
123,2023,7,Monsoon,Jeans,54.14,0.07229154287977813,48.525,160,0.68,1417.92,3.64,0.21,0.56,0.49,0.54,0.38,0.08,0.56,0.44,288,259,0.22,0.45,2,53.18
124,2023,7,Monsoon,Jeans,53.18,-0.017731806427779828,50.0625,164,0.33,1924.84,4.01,0.22,0.65,0.13,0.52,0.43,0.05,0.65,0.35,259,339,0.17,0.16,1,51.9
125,2023,8,Monsoon,Jeans,51.9,-0.02406919894697257,52.427499999999995,168,0.37,1635.53,4.05,0.29,0.5,0.24,0.29,0.13,0.58,0.5,0.5,274,354,0.19,0.23,1,59.74
126,2023,8,Monsoon,Jeans,59.74,0.1510597302504817,54.739999999999995,172,0.34,1923.95,3.84,0.25,0.27,0.11,0.52,0.11,0.37,0.27,0.73,270,296,0.28,0.2,2,48.82
127,2023,8,Monsoon,Jeans,48.82,-0.18279209909608307,53.41,143,0.35,1521.55,3.47,0.33,0.13,0.14,0.46,0.15,0.39,0.13,0.87,252,356,0.22,0.16,0,43.52
128,2023,8,Monsoon,Jeans,43.52,-0.10856206472757057,50.995,140,0.47,1244.74,3.64,0.36,0.45,0.31,0.46,0.49,0.05,0.45,0.55,221,256,0.18,0.69,0,50.61
129,2023,9,Autumn,Jeans,50.61,0.1629136029411764,50.6725,188,0.72,1636.43,3.41,0.27,0.54,0.04,0.48,0.67,0.0,0.54,0.46,265,320,0.17,0.21,2,51.51
130,2023,9,Autumn,Jeans,51.51,0.01778304682868992,48.615,132,0.73,1817.44,4.76,0.25,0.46,0.09,0.34,0.83,0.0,0.46,0.54,269,321,0.09,0.13,1,51.74
131,2023,9,Autumn,Jeans,51.74,0.004465152397592709,49.345,164,0.51,1502.65,4.26,0.36,0.27,0.21,0.91,0.49,0.0,0.27,0.73,268,344,0.16,0.09,1,56.67
132,2023,9,Autumn,Jeans,56.67,0.09528411287205252,52.6325,162,0.86,1731.81,4.29,0.26,0.3,0.02,0.46,0.28,0.26,0.3,0.7,232,292,0.23,0.07,2,46.75
133,2023,10,Autumn,Jeans,46.75,-0.17504852655726133,51.6675,134,0.68,2057.93,4.13,0.32,0.36,0.06,0.61,0.23,0.16,0.36,0.64,231,288,0.29,0.07,0,48.92
134,2023,10,Autumn,Jeans,48.92,0.04641711229946521,51.02,152,0.45,1566.62,4.59,0.27,0.36,0.04,0.54,0.18,0.28,0.36,0.64,225,260,0.13,0.33,1,45.47
135,2023,10,Autumn,Jeans,45.47,-0.07052330335241219,49.4525,147,0.5,1785.59,4.05,0.09,0.46,0.05,0.19,0.36,0.45,0.46,0.54,245,293,0.2,0.26,0,41.87
136,2023,10,Autumn,Jeans,41.87,-0.07917308115240818,45.7525,123,0.87,1692.66,4.33,0.44,0.39,0.01,0.5,0.64,0.0,0.39,0.61,233,310,0.21,0.26,0,54.71
137,2023,11,Autumn,Jeans,54.71,0.3066634822068308,47.7425,163,0.71,1668.75,4.18,0.21,0.58,0.01,0.48,0.31,0.21,0.58,0.42,269,337,0.24,0.14,2,52.4
138,2023,11,Autumn,Jeans,52.4,-0.04222262840431368,48.6125,142,0.68,1602.5,4.2,0.52,0.27,0.02,0.15,0.51,0.34,0.27,0.73,240,320,0.21,0.08,1,48.95
139,2023,11,Autumn,Jeans,48.95,-0.06583969465648842,49.4825,149,0.32,1649.52,4.35,0.36,0.3,0.07,0.11,0.4,0.49,0.3,0.7,272,343,0.18,0.11,0,56.28
140,2023,11,Autumn,Jeans,56.28,0.1497446373850868,53.084999999999994,175,0.89,1615.54,4.06,0.17,0.71,0.01,0.22,0.28,0.5,0.71,0.29,272,334,0.22,0.38,2,53.14
141,2023,12,Winter,Jeans,53.14,-0.05579246624022749,52.6925,165,0.62,1365.96,4.14,0.17,0.44,0.21,0.13,0.14,0.73,0.44,0.56,278,297,0.23,0.47,0,56.29
142,2023,12,Winter,Jeans,56.29,0.05927738050432807,53.665,167,0.48,1556.19,4.33,0.07,0.19,0.12,0.33,0.52,0.15,0.19,0.81,268,323,0.21,0.24,2,46.93
143,2023,12,Winter,Jeans,46.93,-0.16628175519630484,53.16,136,0.77,1514.18,4.07,0.43,0.43,0.25,0.8,0.23,0.0,0.43,0.57,216,296,0.25,0.12,0,51.26
144,2023,12,Winter,Jeans,51.26,0.09226507564457709,51.905,165,0.69,1193.68,4.14,0.14,0.18,0.1,0.07,0.73,0.2,0.18,0.82,235,345,0.19,0.21,2,44.13
145,2024,1,Winter,Jeans,44.13,-0.1390948107686304,49.6525,130,0.66,1571.11,4.55,0.45,0.24,0.04,0.46,0.22,0.32,0.24,0.76,217,287,0.2,0.19,0,49.43
146,2024,1,Winter,Jeans,49.43,0.12009970541581683,47.9375,138,0.59,1869.24,4.07,0.25,0.61,0.14,0.07,0.76,0.17,0.61,0.39,253,285,0.19,0.07,2,45.81
147,2024,1,Winter,Jeans,45.81,-0.0732348776046935,47.6575,153,0.55,1624.01,3.89,0.6,0.17,0.26,0.25,0.2,0.55,0.17,0.83,227,295,0.32,0.13,0,57.55
148,2024,1,Winter,Jeans,57.55,0.25627592228771,49.230000000000004,173,0.74,1397.41,4.07,0.08,0.11,0.1,0.56,0.56,0.0,0.11,0.89,269,377,0.2,0.37,2,53.27
149,2024,2,Winter,Jeans,53.27,-0.07437011294526485,51.515,145,0.78,1943.78,3.78,0.29,0.51,0.37,0.08,0.1,0.82,0.51,0.49,219,300,0.24,0.14,0,52.92
150,2024,2,Winter,Jeans,52.92,-0.006570302233902758,52.3875,159,0.47,1640.27,3.99,0.42,0.27,0.07,0.72,0.43,0.0,0.27,0.73,240,330,0.25,0.22,1,44.63
151,2024,2,Winter,Jeans,44.63,-0.1566515495086923,52.0925,134,0.64,1620.58,3.81,0.41,0.32,0.06,0.57,0.69,0.0,0.32,0.68,245,291,0.12,0.17,0,51.91
152,2024,2,Winter,Jeans,51.91,0.1631189782657403,50.6825,143,0.46,1781.84,3.72,0.63,0.21,0.11,0.14,0.62,0.24,0.21,0.79,251,339,0.17,0.22,2,46.57
153,2024,3,Summer,Jeans,46.57,-0.10287035253323051,49.00749999999999,143,0.6,1735.15,4.01,0.17,0.27,0.25,0.03,0.49,0.48,0.27,0.73,225,282,0.23,0.28,0,44.0
154,2024,3,Summer,Jeans,44.0,-0.05518574189392311,46.7775,123,0.42,1386.16,4.24,0.18,0.34,0.04,0.84,0.55,0.0,0.34,0.66,239,295,0.2,0.04,0,51.38
155,2024,3,Summer,Jeans,51.38,0.16772727272727272,48.465,144,0.7,1402.16,4.14,0.32,0.21,0.21,0.45,0.72,0.0,0.21,0.79,266,301,0.19,0.1,2,48.66
156,2024,3,Summer,Jeans,48.66,-0.05293888672635283,47.6525,135,0.3,1864.39,3.85,0.34,0.61,0.11,0.17,0.34,0.49,0.61,0.39,267,281,0.18,0.2,0,52.33
157,2024,4,Summer,Jeans,52.33,0.07542129058775182,49.0925,164,0.48,1885.74,4.24,0.1,0.45,0.0,0.3,0.5,0.2,0.45,0.55,262,310,0.16,0.59,2,44.81
158,2024,4,Summer,Jeans,44.81,-0.14370342060003816,49.295,130,0.69,1663.85,4.16,0.23,0.36,0.3,0.22,0.33,0.45,0.36,0.64,237,286,0.13,0.3,0,50.81
159,2024,4,Summer,Jeans,50.81,0.13389868332961385,49.152499999999996,151,0.77,1574.15,3.94,0.32,0.07,0.02,0.69,0.35,0.0,0.07,0.93,241,292,0.2,0.32,2,43.58
160,2024,4,Summer,Jeans,43.58,-0.14229482385357217,47.8825,115,0.74,1700.92,4.03,0.33,0.46,0.13,0.51,0.36,0.13,0.46,0.54,213,299,0.23,0.14,0,53.63
161,2024,5,Summer,Jeans,53.63,0.23061037173015153,48.2075,169,0.63,1408.39,3.95,0.26,0.23,0.05,0.68,0.15,0.17,0.23,0.77,263,285,0.21,0.19,2,49.38
162,2024,5,Summer,Jeans,49.38,-0.07924669028528808,49.35,137,0.77,1649.12,4.11,0.27,0.82,0.03,0.37,0.3,0.33,0.82,0.18,284,298,0.17,0.44,0,52.3
163,2024,5,Summer,Jeans,52.3,0.059133252328877894,49.722500000000004,147,0.31,1299.96,4.35,0.22,0.65,0.13,0.63,0.43,0.0,0.65,0.35,256,307,0.17,0.19,2,48.57
164,2024,5,Summer,Jeans,48.57,-0.07131931166347982,50.97,152,0.45,1431.96,3.74,0.23,0.4,0.13,0.51,0.7,0.0,0.4,0.6,217,305,0.11,0.1,0,48.72
165,2024,6,Monsoon,Jeans,48.72,0.0030883261272389717,49.7425,130,0.78,1465.24,4.33,0.34,0.61,0.02,0.08,0.11,0.81,0.61,0.39,284,266,0.23,0.31,1,46.46
166,2024,6,Monsoon,Jeans,46.46,-0.046387520525451476,49.0125,139,0.75,1598.55,4.56,0.25,0.33,0.06,0.24,0.04,0.72,0.33,0.67,250,290,0.2,0.19,1,59.28
167,2024,6,Monsoon,Jeans,59.28,0.2759362892811019,50.7575,176,0.82,1699.82,4.17,0.29,0.13,0.01,0.57,0.44,0.0,0.13,0.87,279,298,0.28,0.18,2,49.71
168,2024,6,Monsoon,Jeans,49.71,-0.16143724696356276,51.042500000000004,156,0.43,1660.19,3.89,0.22,0.47,0.09,0.34,0.2,0.46,0.47,0.53,249,332,0.23,0.35,0,47.12
169,2024,7,Monsoon,Jeans,47.12,-0.05210219271776306,50.6425,123,0.65,1796.63,3.76,0.18,0.04,0.24,0.4,0.27,0.33,0.04,0.96,194,305,0.31,0.15,0,42.72
170,2024,7,Monsoon,Jeans,42.72,-0.09337860780984719,49.707499999999996,119,0.63,1561.19,4.32,0.26,0.22,0.12,0.48,0.16,0.36,0.22,0.78,248,277,0.22,0.04,0,49.9
171,2024,7,Monsoon,Jeans,49.9,0.16807116104868913,47.3625,156,0.47,1947.83,3.82,0.39,0.44,0.19,0.26,0.3,0.44,0.44,0.56,226,345,0.19,0.39,2,49.62
172,2024,7,Monsoon,Jeans,49.62,-0.005611222444889763,47.34,160,0.34,1519.91,4.4,0.18,0.35,0.0,0.68,0.14,0.18,0.35,0.65,262,293,0.15,0.41,1,44.68
173,2024,8,Monsoon,Jeans,44.68,-0.09955663039097129,46.730000000000004,121,0.31,1490.58,4.39,0.11,0.23,0.17,0.63,0.56,0.0,0.23,0.77,234,260,0.27,0.14,0,51.74
174,2024,8,Monsoon,Jeans,51.74,0.15801253357206813,48.985,155,0.56,1122.89,4.58,0.38,0.09,0.03,0.16,0.35,0.49,0.09,0.91,237,287,0.15,0.46,2,47.16
175,2024,8,Monsoon,Jeans,47.16,-0.08851952068032476,48.3,146,0.59,1879.89,3.92,0.25,0.34,0.07,0.49,0.62,0.0,0.34,0.66,250,286,0.21,0.13,0,48.68
176,2024,8,Monsoon,Jeans,48.68,0.032230703986429354,48.065,130,0.41,1188.0,3.77,0.15,0.71,0.08,0.65,0.37,0.0,0.71,0.29,261,279,0.22,0.19,1,50.26
177,2024,9,Autumn,Jeans,50.26,0.03245686113393598,49.459999999999994,140,0.63,1375.05,4.08,0.23,0.09,0.12,0.13,0.32,0.55,0.09,0.91,259,332,0.18,0.42,1,49.51
178,2024,9,Autumn,Jeans,49.51,-0.014922403501790638,48.9025,155,0.88,1563.82,4.51,0.2,0.67,0.24,0.71,0.65,0.0,0.67,0.33,247,313,0.15,0.19,1,43.64
179,2024,9,Autumn,Jeans,43.64,-0.11856190668551803,48.0225,127,0.6,1466.62,4.27,0.36,0.14,0.23,0.36,0.45,0.19,0.14,0.86,252,308,0.26,0.19,0,56.08
180,2024,9,Autumn,Jeans,56.08,0.2850595783684693,49.8725,174,0.79,1854.31,4.36,0.03,0.27,0.14,0.32,0.43,0.25,0.27,0.73,240,327,0.19,0.18,2,54.51
181,2024,10,Autumn,Jeans,54.51,-0.027995720399429436,50.935,167,0.63,1803.45,3.47,0.14,0.28,0.06,0.38,0.65,0.0,0.28,0.72,262,318,0.17,0.18,1,43.75
182,2024,10,Autumn,Jeans,43.75,-0.19739497339937628,49.495000000000005,132,0.75,1635.62,3.81,0.41,0.19,0.03,0.6,0.66,0.0,0.19,0.81,281,260,0.19,0.29,0,51.77
183,2024,10,Autumn,Jeans,51.77,0.18331428571428576,51.5275,149,0.65,1203.93,4.46,0.29,0.31,0.08,0.26,0.64,0.1,0.31,0.69,225,302,0.27,0.48,2,42.79
184,2024,10,Autumn,Jeans,42.79,-0.17345953254780766,48.205000000000005,130,0.36,1515.7,4.55,0.28,0.22,0.01,0.69,0.45,0.0,0.22,0.78,243,282,0.34,0.4,0,53.83
185,2024,11,Autumn,Jeans,53.83,0.25800420659032475,48.035,156,0.38,1802.11,4.3,0.05,0.63,0.27,0.29,0.32,0.39,0.63,0.37,275,327,0.18,0.24,2,50.15
186,2024,11,Autumn,Jeans,50.15,-0.068363366152703,49.635,159,0.61,1435.92,4.14,0.42,0.2,0.22,0.35,0.81,0.0,0.2,0.8,231,292,0.2,0.26,0,42.56
187,2024,11,Autumn,Jeans,42.56,-0.15134596211365892,47.332499999999996,125,0.88,1470.8,4.26,0.15,0.3,0.22,0.47,0.45,0.08,0.3,0.7,245,287,0.16,0.07,0,51.93
188,2024,11,Autumn,Jeans,51.93,0.22015977443609014,49.6175,158,0.58,1476.76,4.81,0.15,0.2,0.3,0.31,0.05,0.64,0.2,0.8,227,313,0.25,0.18,2,49.37
189,2024,12,Winter,Jeans,49.37,-0.049297130752936735,48.5025,156,0.82,1822.38,4.33,0.16,0.72,0.06,0.11,0.27,0.62,0.72,0.28,269,270,0.22,0.51,1,52.08
190,2024,12,Winter,Jeans,52.08,0.05489163459590851,48.985,149,0.71,1584.15,3.94,0.32,0.54,0.06,0.5,0.1,0.4,0.54,0.46,284,296,0.27,0.25,2,47.38
191,2024,12,Winter,Jeans,47.38,-0.09024577572964665,50.19,138,0.73,1537.29,3.71,0.02,0.31,0.0,0.22,0.45,0.33,0.31,0.69,244,320,0.21,0.31,0,51.24
192,2024,12,Winter,Jeans,51.24,0.08146897425073862,50.0175,145,0.61,1698.16,3.66,0.03,0.34,0.28,0.65,0.43,0.0,0.34,0.66,262,286,0.16,0.47,2,44.42
193,2025,1,Winter,Jeans,44.42,-0.13309914129586264,48.78,138,0.75,1402.88,4.1,0.18,0.13,0.1,0.51,0.19,0.3,0.13,0.87,232,271,0.18,0.14,0,57.15
194,2025,1,Winter,Jeans,57.15,0.2865826204412425,50.0475,167,0.35,1109.91,4.21,0.43,0.08,0.17,0.81,0.25,0.0,0.08,0.92,289,320,0.19,0.07,2,51.38
195,2025,1,Winter,Jeans,51.38,-0.10096237970253708,51.0475,153,0.38,1526.99,4.22,0.39,0.39,0.02,0.54,0.34,0.12,0.39,0.61,219,308,0.23,0.29,0,52.53
196,2025,1,Winter,Jeans,52.53,0.02238224990268578,51.370000000000005,153,0.5,1766.58,3.91,0.16,0.17,0.01,0.47,0.39,0.14,0.17,0.83,270,290,0.21,0.05,1,47.29
197,2025,2,Winter,Jeans,47.29,-0.09975252236817056,52.0875,132,0.66,1903.53,3.61,0.29,0.03,0.16,0.48,0.34,0.18,0.03,0.97,295,277,0.23,0.24,0,45.98
198,2025,2,Winter,Jeans,45.98,-0.02770141679001903,49.295,133,0.38,1983.69,3.99,0.25,0.74,0.17,0.07,0.72,0.21,0.74,0.26,233,285,0.12,0.37,1,50.51
199,2025,2,Winter,Jeans,50.51,0.0985210961287517,49.0775,154,0.4,1425.5,4.26,0.6,0.3,0.13,0.64,0.58,0.0,0.3,0.7,229,286,0.24,0.31,2,58.12
200,2025,2,Winter,Jeans,58.12,0.15066323500296974,50.474999999999994,174,0.39,1465.55,4.23,0.24,0.37,0.46,0.5,0.6,0.0,0.37,0.63,259,342,0.14,0.22,2,47.6
201,2025,3,Summer,Jeans,47.6,-0.18100481761871978,50.552499999999995,142,0.67,1769.2,3.63,0.26,0.22,0.09,0.67,0.52,0.0,0.22,0.78,270,294,0.15,0.26,0,44.37
202,2025,3,Summer,Jeans,44.37,-0.06785714285714295,50.15,130,0.9,1829.11,4.17,0.16,0.51,0.25,0.26,0.38,0.36,0.51,0.49,224,276,0.19,0.19,0,49.56
203,2025,3,Summer,Jeans,49.56,0.11697092630155526,49.9125,157,0.41,1382.54,3.78,0.55,0.34,0.13,0.15,0.33,0.52,0.34,0.66,255,262,0.27,0.29,2,55.02
204,2025,3,Summer,Jeans,55.02,0.11016949152542366,49.1375,164,0.62,1665.36,3.8,0.34,0.36,0.15,0.25,0.78,0.0,0.36,0.64,237,313,0.18,0.03,2,49.87
205,2025,4,Summer,Jeans,49.87,-0.09360232642675403,49.705,150,0.55,1706.85,4.2,0.4,0.45,0.38,0.28,0.41,0.31,0.45,0.55,245,328,0.28,0.32,0,48.1
206,2025,4,Summer,Jeans,48.1,-0.03549227992781223,50.6375,146,0.8,1404.78,4.37,0.26,0.2,0.02,0.24,0.28,0.48,0.2,0.8,208,352,0.22,0.33,1,48.84
207,2025,4,Summer,Jeans,48.84,0.01538461538461533,50.4575,124,0.78,1277.18,4.35,0.55,0.43,0.03,0.09,0.12,0.79,0.43,0.57,283,281,0.14,0.53,1,54.36
208,2025,4,Summer,Jeans,54.36,0.11302211302211296,50.2925,146,0.52,1691.91,3.67,0.37,0.26,0.08,0.56,0.46,0.0,0.26,0.74,276,329,0.18,0.28,2,57.21
209,2025,5,Summer,Jeans,57.21,0.05242825607064017,52.127500000000005,165,0.33,1455.93,3.9,0.07,0.2,0.2,0.56,0.05,0.39,0.2,0.8,293,326,0.22,0.52,2,56.07
210,2025,5,Summer,Jeans,56.07,-0.019926586261143187,54.12,174,0.48,1470.6,3.88,0.05,0.25,0.05,0.67,0.08,0.25,0.25,0.75,279,287,0.27,0.11,1,44.11
211,2025,5,Summer,Jeans,44.11,-0.21330479757446053,52.9375,136,0.79,1551.15,3.88,0.31,0.21,0.12,0.49,0.58,0.0,0.21,0.79,224,279,0.16,0.3,0,50.02
212,2025,5,Summer,Jeans,50.02,0.13398322375878502,51.852500000000006,154,0.82,1428.44,4.25,0.1,0.13,0.07,0.5,0.33,0.17,0.13,0.87,239,293,0.23,0.12,2,49.98
213,2025,6,Monsoon,Jeans,49.98,-0.000799680127948954,50.045,129,0.74,1696.7,3.91,0.17,0.4,0.23,0.39,0.33,0.28,0.4,0.6,252,309,0.25,0.11,1,47.35
214,2025,6,Monsoon,Jeans,47.35,-0.052621048419367655,47.865,151,0.69,1447.82,4.18,0.1,0.2,0.03,0.67,0.22,0.11,0.2,0.8,250,303,0.23,0.3,0,53.43
215,2025,6,Monsoon,Jeans,53.43,0.1284054910242871,50.195,167,0.79,1653.01,4.44,0.18,0.24,0.13,0.47,0.41,0.12,0.24,0.76,265,323,0.19,0.19,2,49.64
216,2025,6,Monsoon,Jeans,49.64,-0.07093393224780087,50.099999999999994,148,0.9,1303.41,3.63,0.16,0.37,0.01,0.1,0.32,0.58,0.37,0.63,264,282,0.25,0.5,0,46.92
217,2025,7,Monsoon,Jeans,46.92,-0.0547945205479452,49.335,139,0.86,1365.6,3.7,0.63,0.42,0.16,0.84,0.14,0.02,0.42,0.58,228,240,0.21,0.24,0,51.92
218,2025,7,Monsoon,Jeans,51.92,0.10656436487638543,50.4775,146,0.81,1773.99,4.27,0.3,0.39,0.08,0.3,0.4,0.3,0.39,0.61,285,256,0.13,0.47,2,50.9
219,2025,7,Monsoon,Jeans,50.9,-0.019645608628659494,49.845,145,0.83,1567.38,4.57,0.35,0.14,0.18,0.41,0.73,0.0,0.14,0.86,277,261,0.24,0.12,1,51.05
220,2025,7,Monsoon,Jeans,51.05,0.0029469548133596035,50.197500000000005,153,0.31,1557.24,3.79,0.2,0.19,0.09,0.44,0.66,0.0,0.19,0.81,234,323,0.21,0.28,1,50.94
221,2025,8,Monsoon,Jeans,50.94,-0.002154750244858006,51.2025,139,0.4,1809.22,3.48,0.19,0.17,0.08,0.32,0.22,0.46,0.17,0.83,285,339,0.28,0.49,1,46.87
222,2025,8,Monsoon,Jeans,46.87,-0.07989791912053401,49.94,150,0.57,1407.85,4.46,0.16,0.5,0.02,0.15,0.2,0.65,0.5,0.5,241,341,0.12,0.4,0,53.39
223,2025,8,Monsoon,Jeans,53.39,0.13910817153829758,50.5625,169,0.69,1541.45,4.2,0.39,0.19,0.05,0.7,0.25,0.05,0.19,0.81,233,318,0.13,0.3,2,45.45
224,2025,8,Monsoon,Jeans,45.45,-0.14871698820003743,49.162499999999994,147,0.49,1613.16,3.68,0.14,0.2,0.14,0.21,0.3,0.49,0.2,0.8,248,333,0.15,0.22,0,53.45
225,2025,9,Autumn,Jeans,53.45,0.176017601760176,49.79,162,0.81,1643.03,4.17,0.31,0.17,0.02,0.48,0.4,0.12,0.17,0.83,262,320,0.19,0.38,2,45.79
226,2025,9,Autumn,Jeans,45.79,-0.14331150608044907,49.52,153,0.8,1857.53,4.12,0.15,0.37,0.12,0.72,0.55,0.0,0.37,0.63,236,293,0.25,0.28,0,42.38
227,2025,9,Autumn,Jeans,42.38,-0.07447040838611041,46.7675,115,0.77,1707.72,3.96,0.49,0.35,0.22,0.42,0.64,0.0,0.35,0.65,274,305,0.27,0.35,0,54.66
228,2025,9,Autumn,Jeans,54.66,0.28975932043416686,49.07,176,0.72,1860.7,3.81,0.38,0.04,0.13,0.19,0.5,0.31,0.04,0.96,257,296,0.24,0.38,2,46.41
229,2025,10,Autumn,Jeans,46.41,-0.15093304061470914,47.309999999999995,130,0.4,1728.97,3.95,0.14,0.28,0.0,0.41,0.42,0.17,0.28,0.72,258,292,0.24,0.26,0,50.79
230,2025,10,Autumn,Jeans,50.79,0.09437621202327096,48.56,146,0.53,1406.68,4.42,0.35,0.47,0.02,0.43,0.41,0.16,0.47,0.53,229,303,0.19,0.54,2,54.9
231,2025,10,Autumn,Jeans,54.9,0.08092144122858835,51.69,164,0.61,1333.79,4.11,0.22,0.18,0.13,0.55,0.21,0.24,0.18,0.82,244,288,0.19,0.3,2,53.73
232,2025,10,Autumn,Jeans,53.73,-0.021311475409836134,51.457499999999996,154,0.64,1395.47,4.3,0.2,0.51,0.29,0.17,0.57,0.26,0.51,0.49,270,322,0.2,0.25,1,50.22
233,2025,11,Autumn,Jeans,50.22,-0.0653266331658291,52.41,156,0.49,1383.08,4.29,0.32,0.56,0.23,0.68,0.37,0.0,0.56,0.44,254,280,0.23,0.23,0,54.75
234,2025,11,Autumn,Jeans,54.75,0.09020310633213868,53.39999999999999,164,0.8,1634.16,4.84,0.32,0.21,0.02,0.05,0.59,0.36,0.21,0.79,261,297,0.22,0.13,2,46.77
